disease,pro_id,nsnps,PP.H0.abf_r1,PP.H1.abf_r1,PP.H2.abf_r1,PP.H3.abf_r1,PP.H4.abf_r1
pso_eur,Q9UQB8,3871,0.5,0.2,0.2,0.1,0
pso_eur,P63261,3333,0.7,0.2,0.1,0,0
pso_eur,Q8TAT6,3220,0.7,0.2,0.1,0,0
pso_eur,O14964,3231,0.7,0.2,0.1,0,0
pso_eur,P52815,3185,0.7,0.2,0.1,0,0
pso_eur,Q9UBX3,3182,0.7,0.2,0.1,0,0
pso_eur,C9JLW8,3094,0.7,0.2,0.1,0,0
pso_eur,P07237,3068,0.7,0.2,0.1,0,0
pso_eur,P52565,3067,0.7,0.2,0.1,0,0
pso_eur,Q86V81,3035,0.7,0.2,0.1,0,0
pso_eur,Q99447,2955,0.7,0.2,0.1,0,0
pso_eur,P32322,2865,0.7,0.2,0.1,0,0
pso_eur,Q9BZE9,2752,0.7,0.2,0.1,0,0
pso_eur,Q7Z4W1,2576,0.7,0.2,0.1,0,0
pso_eur,Q13098,2526,0.7,0.2,0.1,0,0
pso_eur,P49327,2408,0.8,0.2,0.1,0,0
pso_eur,P48730,2083,0.8,0.2,0,0,0
pso_eur,Q8WVN6,1965,0.8,0.2,0,0,0
pso_eur,Q9BQA9,1845,0.8,0.1,0,0,0
pso_eur,Q5MNZ6,1513,0.8,0.1,0,0,0
pso_eur,Q9HA64,1307,0,0.9,0,0,0
pso_eur,Q9H479,1279,0.8,0.1,0,0,0
pso_eur,Q9BTW9,1279,0.8,0.1,0,0,0
pso_eur,P19404,3750,0.4,0.2,0.2,0.1,0.1
pso_eur,Q15311,3854,0.5,0.2,0.3,0.1,0
pso_eur,Q8TF05,3840,0.5,0.2,0.3,0.1,0
pso_eur,Q13636,3870,0.4,0.2,0.2,0.1,0
pso_eur,Q9P0L0,3837,0.5,0.2,0.3,0.1,0
pso_eur,Q99747,4142,0.6,0.2,0.1,0,0
pso_eur,P54578,2249,0.5,0.4,0,0,0
pso_eur,Q96FV9,2438,0.8,0.2,0,0,0
pso_eur,Q5KU26,2909,0.7,0.2,0.1,0,0
pso_eur,P07947,3695,0.7,0.2,0.1,0,0
pso_eur,Q7LBR1,3649,0.6,0.2,0.1,0,0
pso_eur,O14732,3643,0.6,0.2,0.1,0.1,0
pso_eur,Q9BUF5,3803,0.6,0.2,0.2,0,0
pso_eur,Q9Y4W6,3898,0.6,0.2,0.1,0.1,0
pso_eur,Q96EE3,3819,0.5,0.2,0.2,0.1,0
pso_eur,O43148,3309,0.6,0.2,0.2,0,0
pso_eur,A6NHR9,4326,0.7,0.2,0.1,0,0
pso_eur,Q9BXX0,4195,0.7,0.3,0.1,0,0
pso_eur,Q13464,940,0.9,0.1,0,0,0
pso_eur,P62314,1633,0.8,0.1,0,0,0
pso_eur,P19105,4152,0.6,0.3,0.1,0,0
pso_eur,Q96DM3,2684,0.6,0.1,0.2,0,0
pso_eur,O15118,2780,0.6,0.2,0.2,0.1,0
pso_eur,O14950,4160,0.6,0.3,0.1,0,0
pso_eur,Q16787,2853,0.6,0.2,0.2,0,0
pso_eur,Q8N584,3106,0.5,0.2,0.2,0.1,0
pso_eur,Q9BXW6,3270,0.5,0.2,0.2,0.1,0
pso_eur,Q15532,3339,0.4,0.5,0,0.1,0
pso_eur,Q14574,4234,0.6,0.3,0.1,0,0
pso_eur,Q02487,4140,0.7,0.2,0.1,0,0
pso_eur,Q08554,4111,0.6,0.3,0.1,0,0
pso_eur,Q02413,3828,0.6,0.3,0,0,0
pso_eur,P32926,3550,0.7,0.3,0,0,0
pso_eur,Q14126,3520,0.6,0.3,0,0,0
pso_eur,P02766,3411,0.7,0.3,0,0,0
pso_eur,Q9Y2L5,3180,0.7,0.2,0,0,0
pso_eur,Q15555,1923,0.8,0.1,0.1,0,0
pso_eur,Q10472,2563,0.7,0.2,0.1,0,0
pso_eur,Q96P16,2940,0.7,0.2,0.1,0,0
pso_eur,Q6IA86,2927,0.7,0.2,0.1,0,0
pso_eur,Q8NEB9,3222,0.7,0.2,0.1,0,0
pso_eur,P25705,3434,0.6,0.2,0.2,0,0
pso_eur,Q9Y2J2,3836,0.6,0.2,0.1,0,0
pso_eur,Q9H0R4,3198,0.6,0.3,0.1,0,0
pso_eur,Q15796,3003,0.6,0.2,0.1,0,0
pso_eur,Q7RTS9,3497,0.6,0.3,0.1,0,0
pso_eur,P18621,3479,0.7,0.2,0.1,0,0
pso_eur,P42765,3605,0.7,0.2,0.1,0,0
pso_eur,P23368,2739,0.7,0.2,0.1,0,0
pso_eur,Q13485,2557,0.7,0.2,0.1,0,0
pso_eur,Q9UBB5,3238,0,0,0.8,0.2,0
pso_eur,O00194,2539,0,0,0.6,0.2,0.2
pso_eur,O43396,2543,0.5,0.4,0.1,0,0
pso_eur,P22830,3215,0.7,0.2,0.1,0,0
pso_eur,O43776,3215,0.7,0.2,0.1,0,0
pso_eur,Q96PU5,3728,0.6,0.3,0.1,0,0
pso_eur,P49257,4064,0.4,0.2,0.3,0.1,0
pso_eur,Q9P260,3249,0.7,0.2,0.1,0,0
pso_eur,Q06136,3253,0.6,0.2,0.1,0,0
pso_eur,O75351,3301,0.6,0.2,0.1,0,0
pso_eur,P36952,3357,0.6,0.3,0.1,0.1,0
pso_eur,Q96P63,3537,0.6,0.2,0.1,0,0
pso_eur,Q9UIV8,3648,0.6,0.2,0.1,0,0
pso_eur,P48594,3696,0.6,0.2,0.1,0,0
pso_eur,P29508,3719,0.6,0.2,0.1,0,0
pso_eur,O75635,4073,0.6,0.2,0.1,0,0
pso_eur,P05120,4298,0.6,0.2,0.1,0.1,0
pso_eur,P48595,4314,0.6,0.2,0.1,0.1,0
pso_eur,P50452,4291,0,0.8,0,0.2,0
pso_eur,P28827,3919,0.6,0.3,0.1,0,0
pso_eur,Q96JJ7,4072,0.6,0.3,0.1,0,0
pso_eur,P00167,4049,0.6,0.2,0.1,0,0
pso_eur,Q96KP4,3729,0.6,0.3,0.1,0,0
pso_eur,Q96KN2,3638,0.6,0.2,0.1,0,0
pso_eur,Q8N4Q0,3724,0.6,0.3,0.1,0,0
pso_eur,Q6IQ22,3533,0.5,0.2,0.3,0.1,0
pso_eur,P02686,5039,0.6,0.3,0.1,0,0
pso_eur,O95644,2156,0.8,0.2,0,0,0
pso_eur,Q9Y5B0,2034,0.8,0.2,0,0,0
pso_eur,P83876,1507,0.9,0.1,0,0,0
pso_eur,P35613,2652,0.7,0.2,0.1,0,0
pso_eur,O75781,2786,0.7,0.2,0.1,0,0
pso_eur,P26599,2865,0.7,0.2,0.1,0,0
pso_eur,P20160,2907,0.7,0.2,0.1,0,0
pso_eur,P24158,2928,0.7,0.2,0.1,0,0
pso_eur,P08246,2956,0.7,0.2,0.1,0,0
pso_eur,P00746,2983,0.7,0.2,0.1,0,0
pso_eur,Q9BV38,3262,0.7,0.2,0.1,0,0
pso_eur,Q99439,3349,0.6,0.2,0.1,0,0
pso_eur,Q92619,3375,0.6,0.2,0.1,0,0
pso_eur,P19388,3412,0.6,0.2,0.1,0,0
pso_eur,P36969,3417,0.2,0.7,0,0.1,0
pso_eur,P30049,3683,0.6,0.2,0.1,0,0
pso_eur,Q14011,3711,0.6,0.2,0.1,0,0
pso_eur,O75251,3761,0.7,0.2,0.1,0,0
pso_eur,Q14353,3686,0.7,0.2,0.1,0,0
pso_eur,P62841,3688,0.7,0.2,0.1,0,0
pso_eur,Q969E2,3448,0.6,0.3,0.1,0,0
pso_eur,Q13526,2958,0,0,0.8,0.2,0
pso_eur,Q9NUL5,2625,0,0,0.8,0.2,0.1
pso_eur,O75821,2586,0,0,0.8,0.2,0
pso_eur,Q9BYD3,2543,0,0,0.8,0.2,0.1
pso_eur,P05362,2563,0,0,0.8,0.2,0
pso_eur,Q6P4F2,2644,0,0,0.8,0.2,0
pso_eur,Q8IY67,2652,0,0,0.8,0.2,0
pso_eur,P32942,2649,0,0,0.7,0.2,0
pso_eur,Q16543,2625,0,0,0.8,0.2,0.1
pso_eur,Q14145,2482,0,0,0.7,0.2,0.1
pso_eur,Q9Y6Q5,2552,0,0,0.4,0.1,0.5
pso_eur,Q8IWA5,2595,0,0,0.7,0.2,0.1
pso_eur,Q12906,2699,0,0,0.8,0.2,0.1
pso_eur,P50570,2795,0,0,0.7,0.2,0.1
pso_eur,Q13445,3018,0,0,0.8,0.2,0
pso_eur,Q86X55,3061,0,0,0.7,0.2,0
pso_eur,P51532,2927,0,0,0.7,0.2,0
pso_eur,Q63ZY3,2620,0,0,0.8,0.2,0.1
pso_eur,Q96HP0,2565,0,0,0.8,0.2,0
pso_eur,O95716,2533,0,0,0.8,0.2,0.1
pso_eur,Q6UW68,2533,0,0,0.8,0.2,0
pso_eur,P14314,2684,0,0,0.6,0.3,0
pso_eur,P51911,2765,0,0,0.7,0.2,0
pso_eur,P13686,2711,0,0,0.7,0.2,0.1
pso_eur,Q96BX8,2972,0.7,0.2,0.1,0,0
pso_eur,O14617,3102,0.7,0.2,0.1,0,0
pso_eur,O00754,2445,0.7,0.2,0.1,0,0
pso_eur,Q5XUX1,2407,0.7,0.2,0.1,0,0
pso_eur,O14787,2369,0.8,0.1,0.1,0,0
pso_eur,O43681,2364,0.7,0.2,0.1,0,0
pso_eur,Q96ED9,2277,0.7,0.2,0.1,0,0
pso_eur,P17275,2296,0.8,0.1,0.1,0,0
pso_eur,P32119,2285,0.8,0.1,0.1,0,0
pso_eur,O75792,2299,0.8,0.2,0.1,0,0
pso_eur,O00115,2201,0.8,0.1,0.1,0,0
pso_eur,Q92947,2217,0.8,0.2,0.1,0,0
pso_eur,Q9Y285,2265,0.7,0.2,0.1,0,0
pso_eur,P27797,2269,0.8,0.1,0.1,0,0
pso_eur,P54725,2267,0.7,0.2,0.1,0,0
pso_eur,Q8TAE8,2273,0.7,0.2,0.1,0,0
pso_eur,Q14938,2277,0.8,0.2,0.1,0,0
pso_eur,Q15428,3129,0.6,0.2,0.1,0,0
pso_eur,Q9BV20,2633,0.7,0.2,0.1,0,0
pso_eur,Q6P1N0,2932,0.7,0.2,0.1,0,0
pso_eur,P17612,3405,0.6,0.2,0.1,0,0
pso_eur,Q9UK45,3265,0.6,0.2,0.1,0,0
pso_eur,P48960,3200,0.7,0.3,0,0,0
pso_eur,O00148,3126,0.7,0.2,0,0,0
pso_eur,Q16512,3092,0.7,0.2,0,0,0
pso_eur,A8MWD9,3000,0.7,0.2,0,0,0
pso_eur,O14908,2996,0.7,0.2,0,0,0
pso_eur,Q9NZ01,2928,0.7,0.2,0,0,0
pso_eur,P25685,2912,0.8,0.2,0,0,0
pso_eur,Q9UHX3,3694,0.7,0.3,0,0,0
pso_eur,P31944,4355,0.6,0.3,0,0,0
pso_eur,A1L0T0,4438,0.6,0.3,0.1,0,0
pso_eur,Q9UM47,4442,0.7,0.2,0.1,0,0
pso_eur,Q9Y5L4,3310,0.7,0.2,0.1,0,0
pso_eur,O60885,4380,0.6,0.3,0.1,0,0
pso_eur,O43823,4331,0.6,0.3,0.1,0,0
pso_eur,Q9ULX6,4345,0.6,0.3,0,0,0
pso_eur,Q86YV0,4335,0.7,0.3,0.1,0,0
pso_eur,Q96PD5,4318,0.7,0.3,0.1,0,0
pso_eur,Q6NT55,4315,0.6,0.3,0,0,0
pso_eur,Q03252,3321,0.6,0.2,0.1,0,0
pso_eur,Q08477,4208,0.7,0.2,0.1,0,0
pso_eur,Q9HCS2,4147,0.7,0.3,0.1,0,0
pso_eur,P67936,3588,0.6,0.2,0.1,0,0
pso_eur,Q9BXS5,3546,0.6,0.2,0.1,0,0
pso_eur,Q9UBC2,4031,0.5,0.3,0.1,0.1,0
pso_eur,Q8IWX8,4096,0.6,0.2,0.1,0,0
pso_eur,Q96K37,4077,0.5,0.3,0.1,0.1,0
pso_eur,Q13459,2873,0.7,0.2,0.1,0,0
pso_eur,Q9NZ43,2957,0.7,0.2,0.1,0,0
pso_eur,Q9BX97,3085,0.6,0.2,0.1,0,0
pso_eur,Q10589,3128,0.6,0.2,0.1,0,0
pso_eur,Q6PCB7,3147,0.6,0.2,0.2,0.1,0
pso_eur,O95336,3129,0.6,0.2,0.2,0.1,0
pso_eur,Q8NBJ5,3120,0.6,0.2,0.2,0.1,0
pso_eur,Q66K74,3245,0.6,0.2,0.2,0.1,0
pso_eur,Q02543,3342,0.6,0.2,0.1,0,0
pso_eur,Q96CT7,3349,0.6,0.2,0.1,0,0
pso_eur,O00459,2988,0.6,0.2,0.1,0,0
pso_eur,P13284,3021,0.6,0.2,0.1,0,0
pso_eur,Q9Y4Z0,2924,0.6,0.2,0.1,0,0
pso_eur,Q8N386,2867,0.6,0.2,0.1,0,0
pso_eur,Q9BWG4,2832,0.6,0.2,0.1,0,0
pso_eur,Q9NPH2,2801,0.7,0.2,0.1,0,0
pso_eur,Q14318,2659,0.7,0.2,0.1,0,0
pso_eur,P62987,2634,0.7,0.2,0.1,0,0
pso_eur,P49747,2814,0.6,0.2,0.1,0,0
pso_eur,Q92900,2773,0.7,0.2,0.1,0,0
pso_eur,O43765,3487,0.6,0.2,0.2,0,0
pso_eur,P52888,3488,0.6,0.2,0.2,0.1,0
pso_eur,O14579,2788,0.6,0.2,0.1,0,0
pso_eur,Q9Y6V7,2788,0.7,0.2,0.1,0,0
pso_eur,Q9NSC5,2781,0.6,0.2,0.1,0,0
pso_eur,Q6NXE6,2871,0.7,0.2,0.1,0,0
pso_eur,Q86YP4,2715,0.7,0.1,0.1,0,0
pso_eur,Q9P0J0,2574,0.8,0.2,0.1,0,0
pso_eur,Q9P107,2988,0.7,0.2,0,0,0
pso_eur,Q9HD20,3015,0.7,0.2,0,0,0
pso_eur,Q08117,3208,0.6,0.2,0.2,0.1,0
pso_eur,P29992,3175,0.6,0.2,0.2,0,0
pso_eur,P30679,3165,0.6,0.2,0.2,0,0
pso_eur,Q969V3,3079,0.6,0.2,0.2,0,0
pso_eur,P08651,3073,0.6,0.2,0.2,0,0
pso_eur,P47985,5343,0.5,0.3,0.1,0.1,0
pso_eur,Q96S99,4579,0.6,0.3,0.1,0.1,0
pso_eur,O43293,2979,0.6,0.2,0.2,0,0
pso_eur,P13639,3005,0.6,0.2,0.2,0.1,0
pso_eur,P36507,2984,0.6,0.2,0.2,0.1,0
pso_eur,O14737,3850,0.6,0.3,0.1,0,0
pso_eur,A8MXV4,3924,0.6,0.3,0.1,0,0
pso_eur,P12955,3607,0.6,0.2,0.1,0,0
pso_eur,Q96SI1,3518,0.7,0.2,0.1,0,0
pso_eur,Q8ND56,3185,0.7,0.2,0.1,0,0
pso_eur,P06744,3275,0.7,0.2,0.1,0,0
pso_eur,Q9UGK3,2896,0.6,0.2,0.2,0,0
pso_eur,Q9UBT2,3229,0.7,0.2,0.1,0,0
pso_eur,Q99961,2988,0.5,0.3,0.1,0.1,0
pso_eur,Q14802,3202,0.6,0.3,0.1,0,0
pso_eur,Q86X29,3362,0.7,0.2,0.1,0,0
pso_eur,Q15853,3428,0.7,0.2,0.1,0,0
pso_eur,P60985,3636,0.6,0.2,0.1,0,0
pso_eur,Q6E0U4,3643,0.6,0.3,0.1,0,0
pso_eur,Q6UWP8,3634,0.6,0.2,0.1,0,0
pso_eur,Q9BZV1,2987,0.6,0.2,0.1,0,0
pso_eur,O14558,3385,0.7,0.2,0.1,0,0
pso_eur,Q99426,3418,0.6,0.2,0.1,0,0
pso_eur,P04632,3419,0.7,0.2,0.1,0,0
pso_eur,P24310,3431,0.6,0.2,0.1,0,0
pso_eur,Q96Q06,3127,0.7,0.2,0.1,0,0
pso_eur,P02750,3160,0.6,0.2,0.1,0,0
pso_eur,Q969H8,3011,0.7,0.2,0.1,0,0
pso_eur,O60292,3178,0.7,0.2,0.1,0,0
pso_eur,Q86TI2,3016,0.7,0.2,0.1,0,0
pso_eur,Q5BJH7,3282,0.7,0.2,0.1,0,0
pso_eur,P48556,3224,0.7,0.2,0.1,0,0
pso_eur,Q17RN3,3221,0.7,0.3,0.1,0,0
pso_eur,Q9UBQ5,3425,0.7,0.3,0.1,0,0
pso_eur,O43707,3467,0.7,0.2,0.1,0,0
pso_eur,P47929,3621,0.7,0.3,0.1,0,0
pso_eur,Q13011,3640,0.6,0.3,0.1,0,0
pso_eur,P14866,3652,0.6,0.3,0.1,0,0
pso_eur,Q8IXJ6,3687,0.6,0.3,0.1,0,0
pso_eur,Q9NP81,3655,0.6,0.3,0.1,0,0
pso_eur,Q6ZVX7,3608,0.6,0.3,0.1,0,0
pso_eur,O60234,3505,0.7,0.2,0.1,0,0
pso_eur,Q8N7H5,3478,0.6,0.3,0.1,0,0
pso_eur,P62249,3443,0.7,0.2,0.1,0,0
pso_eur,O00267,3440,0.7,0.2,0.1,0,0
pso_eur,Q3ZCQ8,3428,0.7,0.2,0.1,0,0
pso_eur,O60664,2912,0.7,0.2,0.1,0,0
pso_eur,P22087,3380,0.6,0.3,0,0,0
pso_eur,P43686,3445,0.7,0.2,0.1,0,0
pso_eur,Q8IV08,3328,0.7,0.2,0.1,0,0
pso_eur,Q9BXM0,3366,0.7,0.2,0.1,0,0
pso_eur,P30043,3333,0.7,0.2,0.1,0,0
pso_eur,Q8N2S1,3013,0.7,0.2,0.1,0,0
pso_eur,Q9Y6R0,2825,0.7,0.2,0.1,0,0
pso_eur,P09012,2693,0.7,0.2,0.1,0,0
pso_eur,P61018,2617,0.7,0.2,0.1,0,0
pso_eur,Q96SQ9,2112,0.3,0.6,0,0.1,0
pso_eur,Q9BUJ2,2080,0.7,0.2,0.1,0,0
pso_eur,P01137,1932,0.8,0.1,0.1,0,0
pso_eur,Q9NQT4,1893,0.8,0.1,0.1,0,0
pso_eur,P12694,1893,0.8,0.1,0.1,0,0
pso_eur,P06731,1693,0.8,0.1,0.1,0,0
pso_eur,P40199,1634,0.8,0.1,0.1,0,0
pso_eur,P39019,1467,0.8,0.1,0.1,0,0
pso_eur,Q92888,1392,0.8,0.1,0,0,0
pso_eur,P09086,1013,0.9,0.1,0,0,0
pso_eur,P49840,825,0.9,0.1,0,0,0
pso_eur,Q15102,853,0.9,0.1,0,0,0
pso_eur,Q05469,857,0.9,0.1,0,0,0
pso_eur,P13688,963,0.9,0.1,0,0,0
pso_eur,P31997,1074,0.9,0.1,0,0,0
pso_eur,O95571,2659,0.7,0.2,0,0,0
pso_eur,P18887,2693,0.7,0.2,0.1,0,0
pso_eur,Q8WZA9,2723,0.7,0.2,0.1,0,0
pso_eur,Q8NFZ8,2775,0.7,0.2,0.1,0,0
pso_eur,Q13332,3133,0.7,0.2,0.1,0,0
pso_eur,P50895,3488,0.6,0.2,0.1,0,0
pso_eur,Q92692,3517,0.6,0.2,0.1,0,0
pso_eur,O96008,3550,0.6,0.2,0.1,0,0
pso_eur,P02649,3560,0.6,0.2,0.1,0,0
pso_eur,P02654,3566,0.6,0.2,0.1,0.1,0
pso_eur,P55056,3550,0.6,0.2,0.1,0.1,0
pso_eur,P02655,3541,0.5,0.3,0.1,0.1,0
pso_eur,O96005,3534,0.6,0.2,0.1,0,0
pso_eur,Q6QNY0,3513,0.5,0.3,0.1,0.1,0
pso_eur,P06732,3689,0.5,0.2,0.1,0.1,0
pso_eur,Q6P597,3659,0.6,0.2,0.1,0.1,0
pso_eur,P18074,3625,0.6,0.2,0.1,0.1,0
pso_eur,Q8WUF5,3622,0.6,0.2,0.2,0.1,0
pso_eur,P50552,3624,0.6,0.2,0.2,0.1,0
pso_eur,O95834,3597,0.6,0.2,0.2,0,0
pso_eur,P62316,3598,0.6,0.2,0.2,0.1,0
pso_eur,Q9NXS2,3598,0.6,0.2,0.2,0.1,0
pso_eur,Q92797,3585,0.6,0.2,0.2,0.1,0
pso_eur,Q8IU81,3539,0.6,0.2,0.2,0,0
pso_eur,P53041,3211,0.7,0.2,0.1,0,0
pso_eur,P0DP25,3091,0.7,0.2,0.1,0,0
pso_eur,Q9BZL6,3026,0.7,0.2,0.1,0,0
pso_eur,Q9NRL3,3047,0.7,0.2,0.1,0,0
pso_eur,Q15758,3115,0.7,0.2,0.1,0,0
pso_eur,P53680,3094,0.7,0.2,0.1,0,0
pso_eur,Q9NRY4,3082,0.7,0.2,0.1,0,0
pso_eur,Q9UPT8,3012,0.7,0.2,0.1,0,0
pso_eur,Q9UBE0,3042,0.6,0.3,0.1,0,0
pso_eur,Q14151,3148,0.7,0.2,0.1,0,0
pso_eur,Q15424,3150,0.7,0.2,0.1,0,0
pso_eur,Q9Y3X0,3203,0.7,0.2,0.1,0,0
pso_eur,P21730,3176,0.7,0.2,0.1,0,0
pso_eur,P54920,2985,0.7,0.2,0.1,0,0
pso_eur,Q9NZN4,3026,0.7,0.2,0.1,0,0
pso_eur,Q9Y3U8,3210,0.7,0.2,0.1,0,0
pso_eur,P36776,3288,0.7,0.2,0.1,0,0
pso_eur,Q9BQ67,3500,0.6,0.2,0.1,0,0
pso_eur,Q99418,3490,0.7,0.2,0.1,0,0
pso_eur,O00204,3509,0.7,0.2,0.1,0,0
pso_eur,Q07020,3456,0.7,0.2,0.1,0,0
pso_eur,Q5U651,3352,0.6,0.2,0.1,0,0
pso_eur,O15382,3294,0.7,0.2,0.1,0,0
pso_eur,Q02818,3199,0.7,0.2,0.1,0,0
pso_eur,Q96G46,3316,0.7,0.2,0.1,0,0
pso_eur,Q07812,3263,0.7,0.2,0.1,0,0
pso_eur,P02792,3271,0.7,0.2,0.1,0,0
pso_eur,P13807,3307,0.7,0.2,0.1,0,0
pso_eur,Q9Y230,3308,0.6,0.2,0.1,0,0
pso_eur,P08621,3253,0.6,0.2,0.1,0,0
pso_eur,Q8TD43,3022,0.7,0.2,0.1,0,0
pso_eur,Q8IZ83,2885,0.7,0.2,0.1,0,0
pso_eur,Q9NWS0,2885,0.7,0.2,0.1,0,0
pso_eur,P40429,2921,0.7,0.2,0.1,0,0
pso_eur,P62280,2934,0.7,0.2,0.1,0,0
pso_eur,P55899,2952,0.7,0.2,0.1,0,0
pso_eur,Q96D15,2986,0.6,0.3,0,0,0
pso_eur,Q9ULL5,2946,0.7,0.2,0.1,0,0
pso_eur,P10301,2918,0.7,0.2,0.1,0,0
pso_eur,Q99873,2939,0.7,0.2,0.1,0,0
pso_eur,O95782,2897,0.7,0.2,0.1,0,0
pso_eur,Q96T60,3027,0.7,0.2,0.1,0,0
pso_eur,Q9HA65,3030,0.7,0.2,0.1,0,0
pso_eur,Q96RQ9,3041,0.6,0.3,0,0,0
pso_eur,P37198,3042,0.7,0.2,0.1,0,0
pso_eur,Q86Y39,3147,0.7,0.2,0.1,0,0
pso_eur,Q13938,3200,0.6,0.3,0.1,0,0
pso_eur,Q7Z406,2989,0.7,0.2,0.1,0,0
pso_eur,P28340,3015,0.7,0.2,0.1,0,0
pso_eur,Q9Y240,3582,0.7,0.2,0.1,0,0
pso_eur,Q9H6Z4,3322,0.7,0.2,0.1,0,0
pso_eur,Q9Y337,3846,0.7,0.3,0.1,0,0
pso_eur,Q92876,3842,0.6,0.3,0.1,0,0
pso_eur,P49862,3798,0.7,0.3,0.1,0,0
pso_eur,O43240,3812,0.6,0.3,0.1,0,0
pso_eur,Q9UBX7,3801,0.7,0.2,0.1,0,0
pso_eur,Q9P0G3,3847,0.7,0.2,0.1,0,0
pso_eur,Q7Z7A3,3898,0.6,0.3,0.1,0,0
pso_eur,P38117,4053,0.7,0.2,0.1,0,0
pso_eur,O15389,4415,0.6,0.3,0.1,0,0
pso_eur,Q08ET2,4458,0.6,0.3,0.1,0,0
pso_eur,P30153,4796,0.6,0.3,0.1,0,0
pso_eur,Q96S97,2931,0.7,0.2,0.1,0,0
pso_eur,Q8WWY3,2374,0.7,0.2,0.1,0,0
pso_eur,O75175,2341,0.8,0.2,0.1,0,0
pso_eur,Q96N66,2398,0.7,0.2,0.1,0,0
pso_eur,P46781,2392,0.7,0.2,0.1,0,0
pso_eur,O75023,2296,0.7,0.2,0.1,0,0
pso_eur,Q16740,3540,0.7,0.2,0.1,0,0
pso_eur,P24071,1666,0.8,0.1,0.1,0,0
pso_eur,Q92945,3563,0.7,0.2,0.1,0,0
pso_eur,Q9HCN6,2034,0.8,0.1,0.1,0,0
pso_eur,Q8NBN7,2090,0.7,0.2,0.1,0,0
pso_eur,Q8TE68,2114,0.8,0.2,0.1,0,0
pso_eur,Q9BZL4,2221,0.7,0.2,0.1,0,0
pso_eur,Q9UPN7,2577,0.7,0.2,0.1,0,0
pso_eur,Q9NZL4,2621,0.7,0.2,0.1,0,0
pso_eur,P46779,2738,0.7,0.2,0.1,0,0
pso_eur,P26368,3190,0.7,0.2,0.1,0,0
pso_eur,Q9Y6I3,3254,0.7,0.2,0.1,0,0
pso_eur,P0DI82,3779,0.7,0.2,0.1,0,0
pso_eur,P01024,4014,0.6,0.3,0.1,0,0
pso_eur,P04217,2134,0.8,0.2,0,0,0
pso_eur,P46782,2087,0.8,0.1,0,0,0
pso_eur,Q15642,4050,0.6,0.3,0.1,0,0
pso_eur,Q13263,1707,0.8,0.1,0,0,0
pso_eur,O43633,1699,0.8,0.2,0,0,0
pso_eur,P61081,1694,0.9,0.1,0,0,0
pso_eur,P15498,4129,0.6,0.2,0.1,0,0
pso_eur,Q8IY17,4494,0.6,0.3,0.1,0,0
pso_eur,Q9P1Y5,4439,0.6,0.3,0.1,0,0
pso_eur,Q9HCS7,4312,0.6,0.3,0.1,0,0
pso_eur,Q15833,4274,0.6,0.3,0.1,0,0
pso_eur,Q9HD89,4202,0.6,0.3,0.1,0,0
pso_eur,Q8IX19,4201,0.6,0.3,0.1,0,0
pso_eur,Q8IUR0,4218,0.1,0.7,0,0.1,0
pso_eur,Q9NNX6,4114,0.6,0.3,0.1,0,0
pso_eur,O43615,4014,0.6,0.3,0.1,0,0
pso_eur,Q15717,3986,0.6,0.3,0.1,0,0
pso_eur,O95182,4020,0.6,0.3,0.1,0,0
pso_eur,P62857,4020,0.6,0.3,0.1,0,0
pso_eur,Q9BY76,4025,0.7,0.3,0.1,0,0
pso_eur,Q15907,3999,0.7,0.3,0.1,0,0
pso_eur,P52272,3901,0.6,0.3,0,0,0
pso_eur,O00160,3615,0.7,0.3,0,0,0
pso_eur,Q8WXI7,3123,0.7,0.3,0,0,0
pso_eur,O95479,2779,0.1,0.8,0,0.1,0
pso_eur,Q5SNT2,2990,0.7,0.2,0.1,0,0
pso_eur,O94985,3144,0.7,0.2,0.1,0,0
pso_eur,Q9NSA3,3244,0.6,0.3,0.1,0,0
pso_eur,Q8WZA0,3227,0.7,0.2,0.1,0,0
pso_eur,Q9HAN9,3228,0.7,0.2,0.1,0,0
pso_eur,Q96R05,3246,0.7,0.2,0.1,0,0
pso_eur,O95155,3195,0.7,0.2,0.1,0,0
pso_eur,P52209,2965,0.7,0.2,0.1,0,0
pso_eur,O00273,2883,0.7,0.2,0.1,0,0
pso_eur,O75381,2885,0.7,0.2,0.1,0,0
pso_eur,Q86V15,2939,0.4,0.1,0.3,0.1,0
pso_eur,Q9Y3T9,1602,0.8,0.2,0,0,0
pso_eur,P05161,1772,0.8,0.1,0,0,0
pso_eur,O00468,1780,0.8,0.1,0,0,0
pso_eur,Q9BRK5,2292,0.7,0.2,0,0,0
pso_eur,Q9BRK3,2631,0.7,0.2,0.1,0,0
pso_eur,Q6PCB0,2786,0.7,0.2,0.1,0,0
pso_eur,Q5T9A4,2826,0.7,0.2,0.1,0,0
pso_eur,Q9NVI7,2826,0.7,0.2,0.1,0,0
pso_eur,Q9NP77,2826,0.7,0.2,0.1,0,0
pso_eur,Q9UQ88,2826,0.7,0.2,0.1,0,0
pso_eur,O95544,2826,0.7,0.2,0.1,0,0
pso_eur,Q9NP74,3051,0.7,0.2,0.1,0,0
pso_eur,P35573,2944,0.7,0.2,0.1,0,0
pso_eur,Q9NUP7,2604,0.8,0.2,0.1,0,0
